Airport name,DST,IATA,ICAO,Location served,Time
Quakertown Airport,,UKT,KUKT,"Quakertown, Pennsylvania, United States",
Nuku Airport[1],,UKU,,"Nuku, Papua New Guinea",
Ust-Kut Airport,,UKX,UITT,"Ust-Kut, Irkutsk Oblast, Russia",
Capitán José Daniel Vazquez Airport[1],,ULA,SAWJ,"Puerto San Julián, Santa Cruz, Argentina",
Ulei Airport[1],,ULB,NVSU,"Ulei, Vanuatu",
Ulundi Airport[1],,ULD,FAUL,"Ulundi, South Africa",
Sule Airport[1],,ULE,,"Sule, Papua New Guinea",
Ölgii Airport[1],,ULG,ZMUL,"Ölgii, Mongolia",
Prince Abdul Majeed bin Abdulaziz Domestic Airport[1],,ULH,OEAO,"Al-Ula, Saudi Arabia",
Ulithi Airport (FAA: TT02),,ULI,,"Ulithi, Federated States of Micronesia",
Lensk Airport[1],,ULK,UERL,"Lensk, Yakutia, Russia",
Glenforsa Airfield[1],,ULL,,"Mull, Scotland, United Kingdom",
New Ulm Municipal Airport,,ULM,KULM,"New Ulm, Minnesota, United States",
Chinggis Khaan International Airport,,ULN,ZMUB,"Ulaanbaatar, Mongolia",
Ulaangom Airport,,ULO,ZMUG,"Ulaangom, Mongolia",
Quilpie Airport[1],,ULP,YQLP,"Quilpie, Queensland, Australia",
Heriberto Gíl Martínez Airport[1],,ULQ,SKUL,"Tuluá, Colombia",
Mulatos Airport,,ULS,,"Mulatos, Colombia",
Gulu Airport[1],,ULU,HUGU,"Gulu, Uganda",
Ulyanovsk Baratayevka Airport,,ULV,UWLL,"Ulyanovsk, Ulyanovsk Oblast, Russia",
Ulusaba Airstrip[1],,ULX,,"Ulusaba, South Africa",
Ulyanovsk Vostochny Airport,,ULY,UWLW,"Ulyanovsk, Ulyanovsk Oblast, Russia",
Donoi Airport[1],,ULZ,ZMDN,"Uliastai, Mongolia",
Punta de Maisí Airport,,UMA,,"Maisí, Cuba",
Umba Airport[1],,UMC,,"Umba, Papua New Guinea",
Uummannaq Heliport,,UMD,,,
Umeå Airport,,UME,ESNU,"Umeå, Sweden",
Quince Mil Airport[1],,UMI,SPIL,"Quince Mil, Peru",
Summit Airport,,UMM,PAST,"Summit, Alaska, United States",
RAAF Woomera Airfield[1],,UMR,YPWR,"Woomera, South Australia, Australia",
Ust-Maya Airport,,UMS,UEMU,"Ust-Maya, Yakutia, Russia",
Umiat Airport,,UMT,PAUM,"Umiat, Alaska, United States",
Orlando de Carvalho Airport[1],,UMU,SSUM,"Umuarama, Paraná, Brazil",
Sumy Airport[1],,UMY,UKHS,"Sumy, Ukraine",
Una-Comandatuba Airport[1],,UNA,SBTC,"Una / Comandatuba Island, Bahia, Brazil",
Unguía Airport,,UNC,,"Unguía, Colombia",
Kunduz Airport,,UND,OAUZ,"Kunduz, Afghanistan",
Qacha's Nek Airport[1],,UNE,FXQN,"Qacha's Nek, Lesotho",
Kiunga Airport[1],,UNG,AYKI,"Kiunga, Papua New Guinea",
Union Island Airport,,UNI,TVSU,"Union Island, Saint Vincent and the Grenadines",
Unalakleet Airport,,UNK,PAUN,"Unalakleet, Alaska, United States",
Ranong Airport,,UNN,VTSR,"Ranong, Thailand",
Öndörkhaan Airport,,UNR,ZMUH,"Öndörkhaan, Mongolia",
Baltasound Airport[1],,UNT,,"Unst, Scotland, United Kingdom",
Dodge County Airport,,UNU,KUNU,"Juneau, Wisconsin, United States",
Mururoa Airport[1],,UOA,NTTX,"Moruroa (Mururoa), Tuamotus, French Polynesia",
Pogogul Airport,,UOL,WAMY,"Buol, Indonesia",
Franklin County Airport,,UOS,KUOS,"Sewanee, Tennessee, United States",
University-Oxford Airport,,UOX,KUOX,"Oxford, Mississippi, United States",
Playa Baracoa Airport[1],,UPB,MUPB,"Havana, Cuba",
Sultan Hasanuddin International Airport,,UPG,WAAA,"Makassar, Indonesia",
Upala Airport,,UPL,MRUP,"Upala, Costa Rica",
Ignacio López Rayón International Airport,,UPN,MMPN,"Uruapan, Michoacán, Mexico",
Upolu Airport,,UPP,PHUP,"Hawi, Hawaii, United States",
Upiara Airport[1],,UPR,,"Upiara, Papua New Guinea",
RAF Upavon[1],,UPV,EGDJ,"Upavon, England, United Kingdom",
Oral Ak Zhol Airport,,URA,UARR,"Oral (Uralsk), Kazakhstan",
Castilho Airport[1] (Urubupunga Airport),,URB,,"Castilho, São Paulo, Brazil",
Ürümqi Diwopu International Airport,,URC,ZWWW,"Ürümqi, Xinjiang, China",
Burg Feuerstein Airport[1],,URD,EDQE,"Burg Feuerstein, Bavaria, Germany",
Kuressaare Airport,,URE,EEKE,"Kuressaare, Estonia",
Rubem Berta International Airport,,URG,SBUG,"Uruguaiana, Rio Grande do Sul, Brazil",
Uribe Airport,,URI,SKUB,"La Uribe, Colombia",
Uray Airport,,URJ,USHU,"Uray, Khanty-Mansi Autonomous Okrug, Russia",
Uriman Airport[1],,URM,SVUM,"Uriman, Venezuela",
Urgun Airport,,URN,OAOG,"Urgun, Afghanistan",
Rouen Airport (Vallée de Seine Airport),,URO,LFOP,"Rouen, Upper Normandy, France",
Alí Piedrahita Airport[1],,URR,SKUR,"Urrao, Colombia",
Kursk Vostochny Airport,,URS,UUOK,"Kursk, Kursk Oblast, Russia",
Surat Thani Airport,,URT,VTSB,"Surat Thani, Thailand",
Uroubi Airport[1],,URU,,"Uroubi, Papua New Guinea",
Gurayat Domestic Airport[1],,URY,OEGT,"Qurayyat (Gurayat), Saudi Arabia",
Uruzgan Airport,,URZ,OARG,"Khas Uruzgan, Afghanistan",
Concord Regional Airport (FAA: JQF),,USA,KJQF,"Concord, North Carolina, United States",
Union County Airport/Troy Shelton Field (FAA: 35A),,USC,,"Union, South Carolina, United States",
Ushuaia – Malvinas Argentinas International Airport,,USH,SAWH,"Ushuaia, Tierra del Fuego, Argentina",
Mabaruma Airport,,USI,SYMB,"Mabaruma, Guyana",
Usinsk Airport[1],,USK,UUYS,"Usinsk, Komi Republic, Russia",
Useless Loop Airport[1],,USL,YUSL,"Useless Loop, Western Australia, Australia",
Samui Airport,,USM,VTSM,"Ko Samui, Thailand",
Ulsan Airport[1],,USN,RKPU,"Ulsan, South Korea",
Usino Airport[1],,USO,,"Usino, Papua New Guinea",
Uşak Airport,,USQ,LTBO,"Uşak, Turkey",
Ust-Nera Airport,,USR,UEMT,"Ust-Nera, Yakutia, Russia",
Sancti Spíritus Airport[1],,USS,MUSS,"Sancti Spíritus, Cuba",
Northeast Florida Regional Airport (FAA: SGJ),,UST,KSGJ,"St. Augustine, Florida, United States",
Francisco B. Reyes Airport,,USU,RPVV,"Busuanga, Philippines",
Mutare Airport,,UTA,FVMU,"Mutare, Zimbabwe",
Muttaburra Airport[1],,UTB,YMTB,"Muttaburra, Queensland, Australia",
Soesterberg Air Base,,UTC,EHSB,"Utrecht, Netherlands",
Nutwood Downs Airport[1],,UTD,,"Nutwood Downs, Northern Territory, Australia",
Quthing Airport[1],,UTG,FXQG,"Quthing, Lesotho",
Udon Thani International Airport,,UTH,VTUD,"Udon Thani, Thailand",
Utti Airport,,UTI,EFUT,"Utti, Finland",
Utirik Airport (FAA: 03N),,UTK,,"Utirik Atoll, Marshall Islands",
Tunica Municipal Airport (FAA: UTA),,UTM,KUTA,"Tunica, Mississippi, United States",
Upington Airport,,UTN,FAUP,"Upington, South Africa",
Indian Mountain LRRS Airport,,UTO,PAIM,"Utopia Creek, Alaska, United States",
U-Tapao International Airport,,UTP,VTBU,"Rayong, Thailand",
Uttaradit Airport[1],,UTR,VTPU,"Uttaradit, Thailand",
Ust-Tsilma Airport[1],,UTS,UUYX,"Ust-Tsilma, Komi Republic, Russia",
Mthatha Airport,,UTT,FAUT,"Mthatha (Umtata), South Africa",
Ustupo Airport[1],,UTU,,"Ustupo, Panama",
Queenstown Airport[1],,UTW,FAQT,"Queenstown, South Africa",
Bugulma Airport,,UUA,UWKB,"Bugulma, Tatarstan, Russia",
Baikal International Airport,,UUD,UIUU,"Ulan-Ude, Buryatia, Russia",
Ugnu-Kuparuk Airport (FAA: UBW),,UUK,PAKU,"Kuparuk, Alaska, United States",
Baruun-Urt Airport[1],,UUN,ZMBU,"Baruun-Urt, Mongolia",
Yuzhno-Sakhalinsk Airport (Khomutovo Airport),,UUS,UHSS,"Yuzhno-Sakhalinsk, Sakhalin Oblast, Russia",
Manumu Airport,,UUU,,"Manumu, Papua New Guinea",
Garner Field,,UVA,KUVA,"Uvalde, Texas, United States",
Ouvéa Airport[1] (Ouloup Airport),,UVE,NWWV,"Ouvéa, New Caledonia",
Hewanorra International Airport,,UVF,TLPL,"Vieux Fort, Saint Lucia",
El Kharga Airport[1],,UVL,HEKG,"Kharga Oasis, Egypt",
Uvol Airport[1],,UVO,,"Uvol, Papua New Guinea",
Ware Airport (FAA: MA53),,UWA,,"Ware, Massachusetts, United States",
Nyala Airport,,UYL,HSNN,"Nyala, Sudan",
Yulin Yuyang Airport,,UYN,ZLYL,"Yulin, Shaanxi, China",
Uyuni Airport (Joya Andina Airport),,UYU,SLUY,"Uyuni, Bolivia",
Užice-Ponikve Airport,,UZC,LYUZ,"Užice, Serbia",
Unaizah Airport[1],,UZH,,"Unaizah (Unayzah), Saudi Arabia",
Hope Bay Aerodrome[1] (TC: CHB3),,UZM,,"Hope Bay, Nunavut, Canada",
Urzhar Airport,,UZR,,"Urzhar (Urdzhar), Kazakhstan",
Curuzú Cuatiá Airport,,UZU,SATU,"Curuzú Cuatiá, Corrientes, Argentina",
Vaasa Airport,,VAA,EFVA,"Vaasa, Finland",
Yavarate Airport[1],,VAB,,"Yavarate, Colombia",
Varrelbusch Airport[1],,VAC,EDWU,"Cloppenburg, Lower Saxony, Germany",
Moody Air Force Base,,VAD,KVAD,"Valdosta, Georgia, United States",
Valence-Chabeuil Airport,,VAF,LFLU,"Valence, Rhône-Alpes, France",
Major Brigadeiro Trompowsky Airport,,VAG,SBVG,"Varginha, Minas Gerais, Brazil",
Cap. Av. Vidal Villagomez Toledo Airport[1],,VAH,SLVG,"Vallegrande, Bolivia",
Vanimo Airport[1],,VAI,AYVN,"Vanimo, Papua New Guinea",
Chevak Airport,,VAK,PAVA,"Chevak, Alaska, United States",
Valença Airport[1],,VAL,SNVB,"Valença, Bahia, Brazil",
Villa International Airport,,VAM,VRMV,"Maamigili, Maldives",
Van Ferit Melen Airport,,VAN,LTCI,"Van, Turkey",
Suavanao Airport[1],,VAO,AGGV,"Suavanao, Solomon Islands",
Rodelillo Airfield[1],,VAP,SCRD,"Valparaíso, Chile",
Varna Airport,,VAR,LBWN,"Varna, Bulgaria",
Sivas Airport,,VAS,LTAR,"Sivas, Turkey",
Vatomandry Airport[1],,VAT,FMMY,"Vatomandry, Madagascar",
Vatukoula Airport[1],,VAU,NFNV,"Vatukoula, Fiji",
Vavaʻu International Airport[1],,VAV,NFTV,"Vavaʻu, Tonga",
"Vardø Airport, Svartnes",,VAW,ENSS,"Vardø, Norway",
Ann Airport[1],,VBA,VYAN,"Ann, Myanmar",
Mandalay Chanmyathazi Airport[1],,VBC,VYCZ,"Mandalay, Myanmar",
Vandenberg Air Force Base,,VBG,KVBG,"Lompoc, California, United States",
Bokpyin Airport[1],,VBP,VYBP,"Bokpyin, Myanmar",
Brescia Airport (Gabriele D'Annunzio Airport),,VBS,LIPO,"Brescia, Lombardy, Italy",
Vanuabalavu Airport[1],,VBV,NFVB,"Vanua Balavu, Fiji",
Visby Airport,,VBY,ESSV,"Visby, Sweden",
Can Tho International Airport,,VCA,VVCT,"Can Tho (Cần Thơ), Vietnam",
Victoria River Downs Airport[1],,VCD,YVRD,"Victoria River Downs Station, Northern Territory, Australia",
Venice Marco Polo Airport,,VCE,LIPZ,"Venice, Veneto, Italy",
Valcheta Airport[1],,VCF,,"Valcheta, Río Negro, Argentina",
Vichadero Airport,,VCH,SUVO,"Vichadero, Uruguay",
Chu Lai International Airport,,VCL,VVCA,"Chu Lai, Vietnam",
Viracopos/Campinas International Airport,,VCP,SBKP,"São Paulo / Campinas, São Paulo, Brazil",
Carora Airport[1],,VCR,SVCO,"Carora, Venezuela",
Con Dao Airport (Cỏ Ống Airport),,VCS,VVCS,"Con Dao Island (Côn Đảo), Vietnam",
Victoria Regional Airport,,VCT,KVCT,"Victoria, Texas, United States",
Southern California Logistics Airport,,VCV,KVCV,"Victorville, California, United States",
Ovda Airport,,VDA,LLOV,"Ovda (Uvda), Israel",
"Fagernes Airport, Leirin",,VDB,ENFG,"Fagernes, Norway",
Pedro Otacílio Figueiredo Airport,,VDC,SBQV,"Vitória da Conquista, Bahia, Brazil",
El Hierro Airport[1],,VDE,GCHI,"Valverde, Canary Islands, Spain",
Dong Hoi Airport[1],,VDH,VVDH,"Dong Hoi (Đồng Hới), Vietnam",
Vidalia Regional Airport,,VDI,KVDI,"Vidalia, Georgia, United States",
Gobernador Edgardo Castello Airport,,VDM,SAVV,"Viedma, Río Negro, Argentina",
Valle de la Pascua Airport,,VDP,SVVP,"Valle de la Pascua, Venezuela",
Villa Dolores Airport,,VDR,SAOD,"Villa Dolores, Córdoba, Argentina",
Vadsø Airport,,VDS,ENVD,"Vadsø, Norway",
Vidyanagar Airport[1] (Jindal Airport),,VDY,VOJV,"Toranagallu, Karnataka, India",
Valdez Airport (Pioneer Field),,VDZ,PAVD,"Valdez, Alaska, United States",
Venetie Airport,,VEE,PAVE,"Venetie, Alaska, United States",
Maikwak Airport[1],,VEG,,"Maikwak, Guyana",
Vernal Regional Airport,,VEL,KVEL,"Vernal, Utah, United States",
General Heriberto Jara International Airport,,VER,MMVR,"Veracruz, Veracruz, Mexico",
Barakoma Airport[1],,VEV,AGBA,"Barakoma, Solomon Islands",
Tioga Municipal Airport (FAA: D60),,VEX,,"Tioga, North Dakota, United States",
Vestmannaeyjar Airport,,VEY,BIVM,"Vestmannaeyjar, Iceland",
Victoria Falls Airport,,VFA,FVFA,"Victoria Falls, Zimbabwe",
Vijayawada Airport,,VGA,VOBZ,"Vijayawada, Andhra Pradesh, India",
Vologda Airport,,VGD,ULWW,"Vologda, Vologda Oblast, Russia",
Vigo–Peinador Airport,,VGO,LEVX,"Vigo, Galicia, Spain",
General Villegas Airport[1],,VGS,,"General Villegas, Buenos Aires, Argentina",
North Las Vegas Airport,,VGT,KVGT,"Las Vegas, Nevada, United States",
Villa Garzón Airport,,VGZ,SKVG,"Villagarzón, Colombia",
Henrique de Carvalho Airport[1],,VHC,FNSA,"Saurimo, Angola",
Vilhelmina Airport,,VHM,ESNV,"Vilhelmina, Sweden",
Culberson County Airport,,VHN,KVHN,"Van Horn, Texas, United States",
Verkhnevilyuysk Airport,,VHV,UENI,"Verkhnevilyuysk, Yakutia, Russia",
Vichy — Charmeil Airport[1],,VHY,LFLV,"Vichy, Auvergne, France",
Vahitahi Airport[1],,VHZ,NTUV,"Vahitahi, Tuamotus, French Polynesia",
Ângelo Ponzoni Municipal Airport,,VIA,SSVI,"Videira, Santa Catarina, Brazil",
Villa Constitución Airport[1],,VIB,,"Ciudad Constitución, Baja California Sur, Mexico",
Vicenza Airport,,VIC,LIPT,"Vicenza, Veneto, Italy",
Vienna International Airport,,VIE,LOWW,"Vienna, Austria",
Juan Pablo Pérez Alfonzo Airport,,VIG,SVVG,"El Vigía, Venezuela",
Rolla National Airport,,VIH,KVIH,"Rolla / Vichy, Missouri, United States",
Vinh International Airport,,VII,VVVH,"Vinh, Vietnam",
Virgin Gorda Airport,,VIJ,TUPW,"Virgin Gorda, British Overseas Territory of Virgin Islands",
Dakhla Airport,,VIL,GMMH,"Dakhla, Morocco",
Havryshivka Vinnytsia International Airport,,VIN,UKWW,"Vinnytsia, Ukraine",
Viqueque Airport,,VIQ,WPVQ,"Viqueque, East Timor",
Virginia Airport[1],,VIR,FAVG,"Durban, South Africa",
Visalia Municipal Airport,,VIS,KVIS,"Visalia, California, United States",
Vitoria Airport,,VIT,LEVT,"Vitoria-Gasteiz, Basque Country, Spain",
Viru Harbour Airport[1],,VIU,,"Viru Harbour, Solomon Islands",
Vivigani Airfield,,VIV,,"Vivigani, Papua New Guinea",
Eurico de Aguiar Salles Airport,,VIX,SBVT,"Vitória, Espírito Santo, Brazil",
Vélizy – Villacoublay Air Base[1],,VIY,LFPV,"Paris, Île-de-France, France",
Xai-Xai Airport,,VJB,FQXA,"Xai-Xai, Mozambique",
Virginia Highlands Airport,,VJI,KVJI,"Abingdon, Virginia, United States",
Gurúé Airport[1],,VJQ,,"Gurúè, Mozambique",
Rach Gia Airport,,VKG,VVRG,"Rach Gia (Rạch Giá), Vietnam",
Vnukovo International Airport,,VKO,UUWW,"Moscow, Russia",
Vicksburg Municipal Airport,,VKS,KVKS,"Vicksburg, Mississippi, United States",
Vorkuta Airport,,VKT,UUYW,"Vorkuta, Komi Republic, Russia",
Vandalia Municipal Airport,,VLA,KVLA,"Vandalia, Illinois, United States",
Valencia Airport,,VLC,LEVC,"Valencia, Valencian Community, Spain",
Valdosta Regional Airport,,VLD,KVLD,"Valdosta, Georgia, United States",
Valle Airport (FAA: 40G),,VLE,,"Grand Canyon, Arizona, United States",
Villa Gesell Airport,,VLG,SAZV,"Villa Gesell, Buenos Aires, Argentina",
Bauerfield International Airport,,VLI,NVVV,"Port Vila, Vanuatu",
Volgodonsk Airport[1],,VLK,URRY,"Volgodonsk, Rostov Oblast, Russia",
Valladolid Airport,,VLL,LEVD,"Valladolid, Castile and León, Spain",
Lieutenant Colonel Rafael Pabón Airport[1],,VLM,SLVM,"Villamontes, Bolivia",
Arturo Michelena International Airport,,VLN,SVVA,"Valencia, Venezuela",
Vila Rica Municipal Airport[1],,VLP,,"Vila Rica, Mato Grosso, Brazil",
Vallenar Airport[1],,VLR,SCLL,"Vallenar, Chile",
Valesdir Airport[1],,VLS,NVSV,"Valesdir, Vanuatu",
Velikiye Luki Airport,,VLU,ULOL,"Velikiye Luki, Pskov Oblast, Russia",
Dr. Antonio Nicolás Briceño Airport,,VLV,SVVL,"Valera, Venezuela",
Anglesey Airport / RAF Valley,,VLY,EGOV,"Anglesey, Wales, United Kingdom",
Villa Reynolds Airport,,VME,SAOR,"Villa Mercedes, San Luis, Argentina",
Dr. Juan Plate Airport[1],,VMI,,"Puerto Valle-Mi, Paraguay",
Baimuru Airport,,VMU,AYBA,"Baimuru, Papua New Guinea",
Salavan Airport[1],,VNA,VLSV,"Salavan (Saravane), Laos",
Venice Municipal Airport,,VNC,KVNC,"Venice, Florida, United States",
Vangaindrano Airport[1],,VND,FMSU,"Vangaindrano, Madagascar",
Meucon Airport,,VNE,LFRV,"Vannes, Brittany, France",
Vilnius Airport,,VNO,EYVI,"Vilnius, Lithuania",
Vanrook Airport[1],,VNR,YVRS,"Vanrook Station, Queensland, Australia",
Lal Bahadur Shastri Airport,,VNS,VEBN,"Varanasi, Uttar Pradesh, India",
Ventspils International Airport,,VNT,EVVA,"Ventspils, Latvia",
Vilankulo Airport,,VNX,FQVL,"Vilankulo, Mozambique",
Van Nuys Airport,,VNY,KVNY,"Los Angeles, California, United States",
Vodochody Airport,,VOD,LKVO,"Prague, Czech Republic",
Volgograd International Airport,,VOG,URWW,"Volgograd, Volgograd Oblast, Russia",
Vohemar Airport[1],,VOH,FMNV,"Vohemar (Vohimarina), Madagascar",
Voinjama Airport (Tenebu Airport),,VOI,GLVA,"Voinjama, Liberia",
Volk Field Air National Guard Base,,VOK,KVOK,"Camp Douglas, Wisconsin, United States",
Nea Anchialos National Airport,,VOL,LGBL,"Volos, Greece",
Votuporanga Airport[1] (Domingos Pignatari Airport),,VOT,SDVG,"Votuporanga, São Paulo, Brazil",
Voronezh International Airport (Chertovitskoye Airport),,VOZ,UUOO,"Voronezh, Voronezh Oblast, Russia",
Ondjiva Pereira Airport[1],,VPE,FNGI,"Ondjiva, Angola",
Vipingo Airport[1],,VPG,,"Vipingo, Kenya",
Tanjung Api Airport,,VPM,,"Ampana, Indonesia",
Vopnafjörður Airport,,VPN,BIVO,"Vopnafjörður, Iceland",
Destin–Fort Walton Beach Airport / Eglin Air Force Base,,VPS,KVPS,"Destin / Fort Walton Beach, Florida, United States",
Chimoio Airport,,VPY,FQCH,"Chimoio, Mozambique",
Porter County Regional Airport,,VPZ,KVPZ,"Valparaiso, Indiana, United States",
Cecil Airport[1],,VQQ,KVQQ,"Jacksonville, Florida, United States",
Antonio Rivera Rodríguez Airport,,VQS,TJVQ,"Vieques, Puerto Rico, United States",
Juan Gualberto Gómez Airport,,VRA,MUVR,"Varadero, Cuba",
Vero Beach Regional Airport,,VRB,KVRB,"Vero Beach, Florida, United States",
Virac Airport,,VRC,RPUV,"Virac, Philippines",
Vredendal Airport[1],,VRE,FAVR,"Vredendal, South Africa",
Varandey Airport,,VRI,ULDW,"Varandey, Nenets Autonomous Okrug, Russia",
Varkaus Airport,,VRK,EFVR,"Varkaus, Finland",
Vila Real Airport,,VRL,LPVR,"Vila Real, Portugal",
Verona Villafranca Airport,,VRN,LIPX,"Verona, Veneto, Italy",
Kawama Airport,,VRO,MUKW,"Varadero, Cuba",
Roy Otten Memorial Airfield (FAA: 3VS),,VRS,,"Versailles, Missouri, United States",
Vryburg Airport[1],,VRU,FAVB,"Vryburg, South Africa",
Carlos Rovirosa Pérez International Airport,,VSA,MMVA,"Villahermosa, Tabasco, Mexico",
Viseu Airport[1],,VSE,LPVZ,"Viseu, Portugal",
Hartness State Airport,,VSF,KVSF,"Springfield, Vermont, United States",
Luhansk International Airport,,VSG,UKCW,"Luhansk, Ukraine",
Stockholm Västerås Airport,,VST,ESOW,"Stockholm / Västerås, Sweden",
Vitebsk Vostochny Airport[1],,VTB,UMII,"Vitebsk, Belarus",
Wattay International Airport,,VTE,VLVT,"Vientiane, Laos",
Vatulele Airport[1],,VTF,NFVL,"Vatulele, Fiji",
Vung Tau Airport,,VTG,VVVT,"Vung Tau (Vũng Tàu), Vietnam",
Vittel - Champ-de-Courses Airport[1],,VTL,LFSZ,"Vittel, Lorraine, France",
Nevatim Airbase[1],,VTM,LLNV,"Nevatim, Israel",
Miller Field,,VTN,KVTN,"Valentine, Nebraska, United States",
Hermanos Ameijeiras Airport[1],,VTU,MUVT,"Las Tunas, Cuba",
Visakhapatnam Airport,,VTZ,VEVZ,"Visakhapatnam (Vishakhapatnam), Andhra Pradesh, India",
Alfonso López Pumarejo Airport,,VUP,SKVP,"Valledupar, Colombia",
Veliky Ustyug Airport,,VUS,ULWU,"Veliky Ustyug, Vologda Oblast, Russia",
Mvuu Camp Airport[1],,VUU,,"Liwonde, Malawi",
Mahanoro Airport[1],,VVB,FMMH,"Mahanoro, Madagascar",
La Vanguardia Airport[1],,VVC,SKVV,"Villavicencio, Colombia",
Viru Viru International Airport,,VVI,SLVR,"Santa Cruz de la Sierra, Bolivia",
Västervik Airport[1],,VVK,ESSW,"Västervik, Sweden",
Las Malvinas Airport[1],,VVN,,"Las Malvinas, Peru",
Vladivostok International Airport,,VVO,UHWW,"Vladivostok, Primorsky Krai, Russia",
Takhamalt Airport,,VVZ,DAAP,"Illizi, Algeria",
Lichinga Airport,,VXC,FQLC,"Lichinga, Mozambique",
Cesária Évora Airport (São Pedro Airport),,VXE,GVSV,"São Vicente, Cape Verde",
Växjö Småland Airport,,VXO,ESMX,"Växjö, Sweden",
Vryheid Airport,,VYD,FAVY,"Vryheid, South Africa",
Vilyuysk Airport,,VYI,UENW,"Vilyuysk, Yakutia, Russia",
Illinois Valley Regional Airport (Walter A. Duncan Field),,VYS,KVYS,"Peru, Illinois, United States",
Wales Airport (FAA: IWK),,WAA,PAIW,"Wales, Alaska, United States",
Wabag Airport[1],,WAB,,"Wabag, Papua New Guinea",
Wacca Airport[1],,WAC,HAWC,"Wacca, Ethiopia",
Andriamena Airport,,WAD,,"Andriamena, Madagascar",
Wadi al-Dawasir Domestic Airport[1],,WAE,OEWD,"Wadi ad-Dawasir (Wadi al-Dawaser), Saudi Arabia",
Wana Airport[1],,WAF,OPWN,"Wana, Pakistan",
Whanganui Airport,,WAG,NZWU,"Whanganui, New Zealand",
Harry Stern Airport (FAA: BWP),,WAH,KBWP,"Wahpeton, North Dakota, United States",
Ambalabe Airport[1],,WAI,FMNW,"Antsohihy, Madagascar",
Wawoi Falls Airport[1],,WAJ,,"Wawoi Falls, Papua New Guinea",
Ankazoabo Airport[1],,WAK,FMSZ,"Ankazoabo, Madagascar",
Wallops Flight Facility,,WAL,KWAL,"Wallops Island, Virginia, United States",
Ambatondrazaka Airport[1],,WAM,FMMZ,"Ambatondrazaka, Madagascar",
Waverney Airport[1],,WAN,,"Waverney, Queensland, Australia",
Wabo Airport[1],,WAO,AYWB,"Wabo, Papua New Guinea",
Alto Palena Airfield[1],,WAP,SCAP,"Palena, Chile",
Antsalova Airport[1],,WAQ,FMMG,"Antsalova, Madagascar",
Waris Airport[1],,WAR,WAJR,"Waris, Indonesia",
metropolitan area1,,WAS[1],,"Washington, D.C., United States",
Waterford Airport,,WAT,EIWF,"Waterford, Ireland",
Wauchope Airport[1],,WAU,,"Wauchope, New South Wales, Australia",
Wave Hill Airport[1],,WAV,YWAV,"Kalkarindji (Wave Hill), Northern Territory, Australia",
Warsaw Chopin Airport,,WAW,EPWA,"Warsaw, Poland",
Zuwarah Airport[1],,WAX,HLZW,"Zuwarah (Zuara), Libya",
Greene County Airport,,WAY,KWAY,"Waynesburg, Pennsylvania, United States",
Warwick Airport[1],,WAZ,YWCK,"Warwick, Queensland, Australia",
Wahai Airport[1],,WBA,WAPV,"Seram Island, Indonesia",
Stebbins Airport,,WBB,,"Stebbins, Alaska, United States",
Wapolu Airport[1],,WBC,,"Wapolu, Papua New Guinea",
Befandriana Airport[1],,WBD,FMNF,"Befandriana-Avaratra, Madagascar",
Ankaizina Airport[1],,WBE,,"Bealanana, Madagascar",
Schleswig Air Base,,WBG,ETNS,"Schleswig, Schleswig-Holstein, Germany",
West Branch Community Airport[1] (FAA: Y31),,WBK,,"West Branch, Michigan, United States",
Wapenamanda Airport[1],,WBM,AYWD,"Wapenamanda, Papua New Guinea",
Antsoa Airport[1],,WBO,FMSB,"Beroroha, Madagascar",
Beaver Airport,,WBQ,PAWB,"Beaver, Alaska, United States",
Roben–Hood Airport (FAA: RQB),,WBR,KRQB,"Big Rapids, Michigan, United States",
Boulder Municipal Airport (FAA: BDU),,WBU,KBDU,"Boulder, Colorado, United States",
Wilkes-Barre Wyoming Valley Airport,,WBW,KWBW,"Wilkes-Barre, Pennsylvania, United States",
Gamboa Airport,,WCA,SCST,"Castro, Chile",
